"filename", "language", "JSON", "Batch", "Markdown", "Python", "LaTeX", "HLSL", "comment", "blank", "total"
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_2/cutscene.json", "JSON", 93, 0, 0, 0, 0, 0, 0, 0, 93
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_3/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_3/cutscene.json", "JSON", 51, 0, 0, 0, 0, 0, 0, 0, 51
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_4/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_4/cutscene.json", "JSON", 66, 0, 0, 0, 0, 0, 0, 0, 66
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_4/post_cutscene.json", "JSON", 64, 0, 0, 0, 0, 0, 0, 0, 64
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_1/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_1/cutscene.json", "JSON", 40, 0, 0, 0, 0, 0, 0, 0, 40
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_2/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_2/cutscene.json", "JSON", 61, 0, 0, 0, 0, 0, 0, 0, 61
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_3/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_3/cutscene.json", "JSON", 75, 0, 0, 0, 0, 0, 0, 0, 75
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_4/beatmap.json", "JSON", 753, 0, 0, 0, 0, 0, 0, 3, 756
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_4/cutscene.json", "JSON", 61, 0, 0, 0, 0, 0, 0, 0, 61
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_funkopolis/level_4/post_cutscene.json", "JSON", 33, 0, 0, 0, 0, 0, 0, 0, 33
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_grand-composer/level_1/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_grand-composer/level_1/cutscene.json", "JSON", 54, 0, 0, 0, 0, 0, 0, 0, 54
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_grand-composer/level_1/post_cutscene.json", "JSON", 61, 0, 0, 0, 0, 0, 0, 0, 61
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_1/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_1/cutscene.json", "JSON", 261, 0, 0, 0, 0, 0, 0, 0, 261
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_2/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_2/cutscene.json", "JSON", 106, 0, 0, 0, 0, 0, 0, 0, 106
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_3/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_3/cutscene.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 0, 79
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_4/beatmap.json", "JSON", 650, 0, 0, 0, 0, 0, 0, 1, 651
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_4/cutscene.json", "JSON", 93, 0, 0, 0, 0, 0, 0, 0, 93
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_harmonius/level_4/post_cutscene.json", "JSON", 85, 0, 0, 0, 0, 0, 0, 0, 85
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_tutorial/cutscene.json", "JSON", 35, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/server_builder.bat", "Batch", 0, 3, 0, 0, 0, 0, 0, 0, 3
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/server_runner.py", "Python", 0, 0, 0, 4, 0, 0, 0, 3, 7
"Total", "-", 22067, 6, 78, 947, 174, 12, 85, 536, 23905
